sale_id,date,customer_id,dog_name,service,price_mxn,payment_method,employee_id,notes,is_churned
DD-001446,2023-03-21,C-206,Simba,Corte,430.0,Tarjeta,EMP-02,,0
DD-001114,2023-03-21,C-059,Pepa,Baño,320.0,Tarjeta,EMP-01,,1
DD-001046,2023-03-21,C-024,Sultan,Guardería,230.0,Transferencia,EMP-02,,1
DD-001516,2023-03-21,C-244,Coco,Guardería,160.0,Tarjeta,EMP-03,,0
DD-001142,2023-03-21,C-075,Chato,Guardería,190.0,Efectivo,EMP-03,,1
DD-001650,2023-03-21,C-302,Fifi,Guardería,240.0,Efectivo,EMP-03,alérgico a champú,0
DD-001612,2023-03-21,C-290,Lola,Guardería,160.0,Tarjeta,EMP-03,cliente frecuente,0
DD-001083,2023-03-21,C-044,Tigrillo,Baño,380.0,Tarjeta,EMP-01,,1
DD-001329,2023-03-21,C-154,Nena,Guardería,190.0,Tarjeta,EMP-01,,0
DD-001251,2023-03-21,C-122,Pepa,Guardería,240.0,Tarjeta,EMP-02,,0
DD-001660,2023-03-21,C-308,Nina,Adiestramiento,600.0,Efectivo,EMP-03,perro agresivo,0
DD-001601,2023-03-21,C-283,Princesa,Hotel,580.0,Efectivo,EMP-08,requiere cita previa,0
DD-001267,2023-03-21,C-132,Blanca,Baño,350.0,Efectivo,EMP-08,pago pendiente,0
DD-001657,2023-03-21,C-306,Pepa,Corte,480.0,Efectivo,EMP-07,,0
DD-001422,2023-03-21,C-196,Nina,Baño,280.0,Tarjeta,EMP-01,,0
DD-001349,2023-03-21,C-163,Rocky,Guardería,210.0,Efectivo,EMP-07,requiere cita previa,0
DD-001577,2023-03-21,C-271,Pancho,Baño,230.0,Transferencia,EMP-07,,0
DD-001049,2023-03-21,C-025,Lola,Hotel,450.0,Tarjeta,EMP-06,,1
DD-001178,2023-03-21,C-094,Bear,Adiestramiento,500.0,Tarjeta,EMP-08,,0
DD-001300,2023-03-21,C-142,Estrella,Baño,240.0,Efectivo,EMP-07,,0
DD-001279,2023-03-21,C-136,Simba,Baño,240.0,Tarjeta,EMP-06,,0
DD-001365,2023-03-21,C-170,Frida,Guardería,240.0,Efectivo,EMP-08,,0
DD-001332,2023-03-21,C-155,Nala,Baño,360.0,Efectivo,EMP-02,,0
DD-001357,2023-03-22,C-168,Charlie,Corte,450.0,Transferencia,EMP-05,descuento aplicado,0
DD-001139,2023-03-22,C-071,Daisy,Baño,230.0,Tarjeta,EMP-06,pago pendiente,1
DD-001140,2023-03-22,C-072,Chico,Guardería,220.0,Efectivo,EMP-08,descuento aplicado,1
DD-001143,2023-03-22,C-075,Chato,Baño,320.0,Efectivo,EMP-08,propina incluida,1
DD-001137,2023-03-22,C-070,Buddy,Corte,460.0,Tarjeta,EMP-01,,1
DD-001572,2023-03-22,C-270,Luna,Baño,210.0,Efectivo,EMP-03,,0
DD-001170,2023-03-22,C-087,Sasha,Baño,340.0,Tarjeta,EMP-08,perro agresivo,0
DD-001132,2023-03-22,C-067,Bonita,Corte,360.0,Tarjeta,EMP-08,primera visita,1
DD-001643,2023-03-22,C-300,Manchas,Guardería,200.0,Efectivo,EMP-07,requiere cita previa,0
DD-001214,2023-03-22,C-107,Lobo,Hotel,440.0,Efectivo,EMP-01,,0
DD-001040,2023-03-22,C-021,Rocky,Corte,260.0,Transferencia,EMP-04,,1
DD-001543,2023-03-22,C-253,Luna,Baño,300.0,Tarjeta,EMP-05,perro agresivo,0
DD-001306,2023-03-22,C-146,Ringo,Guardería,170.0,Tarjeta,EMP-03,requiere cita previa,0
DD-001295,2023-03-22,C-140,Chispa,Guardería,190.0,Efectivo,EMP-02,primera visita,0
DD-001352,2023-03-22,C-164,Gus,Guardería,200.0,Tarjeta,EMP-03,descuento aplicado,0
DD-001098,2023-03-22,C-052,Estrella,Guardería,230.0,Efectivo,EMP-07,,1
DD-001226,2023-03-22,C-113,Lola,Guardería,190.0,Efectivo,EMP-06,descuento aplicado,0
DD-001471,2023-03-22,C-221,Beto,Guardería,210.0,Tarjeta,EMP-07,perro agresivo,0
DD-001373,2023-03-22,C-174,Chispa,Guardería,240.0,Tarjeta,EMP-05,propina incluida,0
DD-001668,2023-03-22,C-313,Nala,Baño,250.0,Tarjeta,EMP-08,traer vacunas,0
DD-001193,2023-03-22,C-099,Gordo,Guardería,210.0,Efectivo,EMP-06,primera visita,0
DD-001566,2023-03-22,C-267,Daisy,Corte,270.0,Transferencia,EMP-05,,0
DD-001653,2023-03-22,C-305,Paloma,Corte,440.0,Tarjeta,EMP-06,,0
DD-001090,2023-03-22,C-047,Gus,Guardería,200.0,Transferencia,EMP-03,,1
DD-001419,2023-03-22,C-195,Rocky,Corte,270.0,Tarjeta,EMP-01,,0
DD-001152,2023-03-22,C-079,Charlie,Adiestramiento,400.0,Efectivo,EMP-04,,1
DD-001155,2023-03-22,C-080,Luna,Baño,320.0,Tarjeta,EMP-02,alérgico a champú,1
DD-001210,2023-03-22,C-106,Charlie,Guardería,170.0,Efectivo,EMP-03,primera visita,0
DD-001434,2023-03-22,C-204,Nala,Baño,200.0,Efectivo,EMP-06,,0
DD-001213,2023-03-22,C-107,Lobo,Corte,490.0,Tarjeta,EMP-01,descuento aplicado,0
DD-001268,2023-03-23,C-132,Blanca,Corte,310.0,Tarjeta,EMP-06,,0
DD-001128,2023-03-23,C-065,Buddy,Baño,420.0,Tarjeta,EMP-06,traer vacunas,1
DD-001531,2023-03-23,C-250,Pepa,Corte,440.0,Efectivo,EMP-05,primera visita,0
DD-001124,2023-03-23,C-062,Zeus,Guardería,180.0,Tarjeta,EMP-08,descuento aplicado,1
DD-001508,2023-03-23,C-240,Mia,Guardería,220.0,Tarjeta,EMP-04,,0
DD-001176,2023-03-23,C-094,Bear,Hotel,400.0,Tarjeta,EMP-02,requiere cita previa,0
DD-001260,2023-03-23,C-127,Beto,Baño,370.0,Efectivo,EMP-03,requiere cita previa,0
DD-001523,2023-03-23,C-246,Luna,Hotel,520.0,Tarjeta,EMP-03,primera visita,0
DD-001165,2023-03-23,C-085,Beto,Adiestramiento,750.0,Tarjeta,EMP-05,perro agresivo,0
DD-001309,2023-03-23,C-147,Rex,Guardería,250.0,Efectivo,EMP-07,requiere cita previa,0
DD-001274,2023-03-23,C-134,Luna,Guardería,190.0,Tarjeta,EMP-07,requiere cita previa,0
DD-001104,2023-03-23,C-055,Bear,Guardería,220.0,Efectivo,EMP-03,primera visita,1
DD-001270,2023-03-23,C-132,Blanca,Corte,280.0,Efectivo,EMP-02,,0
DD-001276,2023-03-23,C-136,Simba,Guardería,250.0,Efectivo,EMP-03,alérgico a champú,0
DD-001502,2023-03-23,C-237,Tito,Corte,420.0,Efectivo,EMP-03,primera visita,0
DD-001676,2023-03-23,C-319,Princesa,Baño,310.0,Efectivo,EMP-06,,0
DD-001353,2023-03-23,C-164,Gus,Guardería,200.0,Transferencia,EMP-06,pago pendiente,0
DD-001147,2023-03-23,C-077,Kira,Guardería,240.0,Transferencia,EMP-03,,1
DD-001217,2023-03-23,C-108,Sasha,Guardería,230.0,Tarjeta,EMP-06,,0
DD-001082,2023-03-23,C-043,Luna,Corte,440.0,Tarjeta,EMP-05,,1
DD-001664,2023-03-23,C-310,Paloma,Guardería,150.0,Tarjeta,EMP-06,perro agresivo,0
DD-001363,2023-03-23,C-169,Gordo,Corte,430.0,Efectivo,EMP-02,cliente VIP,0
DD-001339,2023-03-23,C-159,Sultan,Guardería,200.0,Efectivo,EMP-04,traer vacunas,0
DD-001564,2023-03-23,C-265,Duke,Hotel,470.0,Efectivo,EMP-06,,0
DD-001364,2023-03-23,C-170,Frida,Hotel,540.0,Tarjeta,EMP-06,requiere cita previa,0
DD-001493,2023-03-23,C-232,Thor,Baño,290.0,Efectivo,EMP-05,cliente frecuente,0
DD-001390,2023-03-24,C-181,Nala,Guardería,210.0,Tarjeta,EMP-02,alérgico a champú,0
DD-001666,2023-03-24,C-311,Nala,Baño,250.0,Efectivo,EMP-07,,0
DD-001177,2023-03-24,C-094,Bear,Hotel,420.0,Tarjeta,EMP-03,requiere cita previa,0
DD-001478,2023-03-24,C-225,Simba,Corte,490.0,Tarjeta,EMP-06,primera visita,0
DD-001663,2023-03-24,C-309,Boby,Guardería,180.0,Tarjeta,EMP-01,cliente frecuente,0
DD-001627,2023-03-24,C-296,Duke,Guardería,180.0,Tarjeta,EMP-05,,0
DD-001593,2023-03-24,C-279,Coco,Baño,340.0,Tarjeta,EMP-02,traer vacunas,0
DD-001182,2023-03-24,C-096,Chato,Baño,240.0,Efectivo,EMP-03,requiere cita previa,0
DD-001636,2023-03-24,C-297,Sasha,Guardería,240.0,Tarjeta,EMP-04,descuento aplicado,0
DD-001067,2023-03-24,C-033,Max,Baño,380.0,Tarjeta,EMP-01,,1
DD-001325,2023-03-24,C-153,Chato,Corte,480.0,Efectivo,EMP-01,alérgico a champú,0
DD-001615,2023-03-24,C-291,Blanca,Guardería,230.0,Tarjeta,EMP-02,,0
DD-001202,2023-03-24,C-103,Panda,Adiestramiento,730.0,Tarjeta,EMP-05,,0
DD-001497,2023-03-24,C-233,Manchas,Corte,450.0,Efectivo,EMP-06,perro agresivo,0
DD-001163,2023-03-24,C-085,Beto,Baño,340.0,Efectivo,EMP-06,descuento aplicado,0
DD-001207,2023-03-24,C-104,Rosa,Adiestramiento,440.0,Efectivo,EMP-04,,0
DD-001562,2023-03-25,C-263,Nena,Baño,300.0,Efectivo,EMP-07,pago pendiente,0
DD-001076,2023-03-25,C-039,Tigrillo,Baño,280.0,Tarjeta,EMP-02,traer vacunas,1
DD-001546,2023-03-25,C-255,Frida,Guardería,170.0,Tarjeta,EMP-02,requiere cita previa,0
DD-001558,2023-03-25,C-262,Charlie,Guardería,180.0,Tarjeta,EMP-08,requiere cita previa,0
DD-001630,2023-03-25,C-296,Duke,Guardería,170.0,Tarjeta,EMP-08,,0
DD-001538,2023-03-25,C-252,Kira,Guardería,220.0,Efectivo,EMP-08,cliente VIP,0
DD-001607,2023-03-25,C-286,Estrella,Guardería,170.0,Transferencia,EMP-04,traer vacunas,0
DD-001608,2023-03-25,C-286,Estrella,Corte,310.0,Efectivo,EMP-04,alérgico a champú,0
DD-001289,2023-03-25,C-139,Panda,Baño,400.0,Tarjeta,EMP-01,,0
DD-001033,2023-03-25,C-017,Canela,Hotel,410.0,Tarjeta,EMP-06,primera visita,1
DD-001377,2023-03-25,C-175,Panda,Guardería,220.0,Tarjeta,EMP-03,,0
DD-001371,2023-03-25,C-173,Charlie,Adiestramiento,470.0,Transferencia,EMP-07,,0
DD-001195,2023-03-25,C-100,Rosa,Guardería,230.0,Tarjeta,EMP-03,,0
DD-001187,2023-03-25,C-097,Bella,Adiestramiento,680.0,Efectivo,EMP-02,,0
DD-001218,2023-03-25,C-110,Pancho,Hotel,480.0,Efectivo,EMP-04,traer vacunas,0
DD-001428,2023-03-25,C-199,Pepa,Guardería,240.0,Transferencia,EMP-05,propina incluida,0
DD-001231,2023-03-25,C-114,Rocky,Guardería,220.0,Efectivo,EMP-07,pago pendiente,0
DD-001238,2023-03-25,C-117,Daisy,Hotel,490.0,Tarjeta,EMP-05,propina incluida,0
DD-001331,2023-03-25,C-155,Nala,Guardería,190.0,Efectivo,EMP-05,cliente VIP,0
DD-001448,2023-03-25,C-210,Max,Guardería,150.0,Efectivo,EMP-02,pago pendiente,0
DD-001474,2023-03-25,C-223,Sasha,Guardería,200.0,Transferencia,EMP-05,cliente frecuente,0
DD-001145,2023-03-25,C-076,Bear,Baño,440.0,Transferencia,EMP-03,,1
DD-001312,2023-03-25,C-149,Toby,Guardería,240.0,Efectivo,EMP-06,descuento aplicado,0
DD-001307,2023-03-25,C-146,Ringo,Guardería,190.0,Tarjeta,EMP-08,,0
DD-001296,2023-03-25,C-140,Chispa,Baño,370.0,Tarjeta,EMP-07,,0
DD-001252,2023-03-25,C-122,Pepa,Adiestramiento,780.0,Efectivo,EMP-07,,0
DD-001378,2023-03-25,C-176,Estrella,Guardería,160.0,Efectivo,EMP-01,requiere cita previa,0
DD-001283,2023-03-25,C-137,Sasha,Adiestramiento,440.0,Efectivo,EMP-05,descuento aplicado,0
DD-001522,2023-03-25,C-246,Luna,Baño,310.0,Efectivo,EMP-05,cliente VIP,0
DD-001505,2023-03-25,C-239,Pancho,Guardería,240.0,Efectivo,EMP-06,primera visita,0
DD-001376,2023-03-26,C-175,Panda,Guardería,180.0,Tarjeta,EMP-07,cliente frecuente,0
DD-001052,2023-03-26,C-026,Mia,Adiestramiento,750.0,Tarjeta,EMP-06,primera visita,1
DD-001111,2023-03-26,C-057,Bella,Guardería,180.0,Efectivo,EMP-06,cliente frecuente,1
DD-001015,2023-03-26,C-006,Thor,Corte,470.0,Tarjeta,EMP-02,,1
DD-001416,2023-03-26,C-194,Nina,Hotel,440.0,Tarjeta,EMP-02,alérgico a champú,0
DD-001017,2023-03-26,C-007,Tito,Corte,260.0,Tarjeta,EMP-03,cliente frecuente,1
DD-001184,2023-03-26,C-096,Chato,Guardería,210.0,Tarjeta,EMP-05,alérgico a champú,0
DD-001227,2023-03-26,C-113,Lola,Adiestramiento,770.0,Efectivo,EMP-07,descuento aplicado,0
DD-001100,2023-03-26,C-053,Buddy,Guardería,180.0,Efectivo,EMP-06,propina incluida,1
DD-001245,2023-03-26,C-119,Canela,Corte,310.0,Tarjeta,EMP-06,alérgico a champú,0
DD-001334,2023-03-26,C-157,Thor,Guardería,240.0,Efectivo,EMP-02,alérgico a champú,0
DD-001020,2023-03-26,C-010,Maya,Hotel,500.0,Tarjeta,EMP-04,descuento aplicado,1
DD-001102,2023-03-26,C-053,Buddy,Baño,340.0,Transferencia,EMP-06,primera visita,1
DD-001380,2023-03-26,C-176,Estrella,Hotel,400.0,Efectivo,EMP-08,,0
DD-001503,2023-03-26,C-238,Max,Guardería,170.0,Efectivo,EMP-08,pago pendiente,0
DD-001549,2023-03-26,C-257,Canela,Guardería,210.0,Tarjeta,EMP-07,,0
DD-001473,2023-03-26,C-222,Canela,Baño,320.0,Tarjeta,EMP-02,cliente VIP,0
DD-001168,2023-03-27,C-086,Gordo,Baño,260.0,Tarjeta,EMP-08,,0
DD-001529,2023-03-27,C-248,Thor,Baño,230.0,Efectivo,EMP-05,,0
DD-001402,2023-03-27,C-185,Toby,Corte,410.0,Efectivo,EMP-04,cliente VIP,0
DD-001045,2023-03-27,C-023,Tito,Guardería,240.0,Tarjeta,EMP-06,primera visita,1
DD-001084,2023-03-27,C-045,Thor,Guardería,200.0,Tarjeta,EMP-03,descuento aplicado,1
DD-001621,2023-03-27,C-294,Rex,Hotel,380.0,Efectivo,EMP-04,cliente frecuente,0
DD-001156,2023-03-27,C-083,Duke,Guardería,220.0,Tarjeta,EMP-01,,0
DD-001598,2023-03-27,C-281,Bear,Baño,300.0,Efectivo,EMP-06,,0
DD-001542,2023-03-27,C-253,Luna,Guardería,210.0,Efectivo,EMP-05,,0
DD-001065,2023-03-27,C-032,Tito,Adiestramiento,480.0,Tarjeta,EMP-07,perro agresivo,1
DD-001117,2023-03-27,C-061,Toby,Guardería,240.0,Efectivo,EMP-05,,1
DD-001230,2023-03-27,C-114,Rocky,Hotel,540.0,Efectivo,EMP-04,,0
DD-001118,2023-03-27,C-061,Toby,Guardería,190.0,Efectivo,EMP-01,traer vacunas,1
DD-001120,2023-03-27,C-062,Zeus,Guardería,220.0,Tarjeta,EMP-04,traer vacunas,1
DD-001646,2023-03-27,C-301,Gus,Baño,310.0,Tarjeta,EMP-04,,0
DD-001619,2023-03-28,C-292,Chico,Corte,290.0,Efectivo,EMP-05,propina incluida,0
DD-001327,2023-03-28,C-153,Chato,Guardería,240.0,Efectivo,EMP-03,descuento aplicado,0
DD-001072,2023-03-28,C-037,Toby,Guardería,220.0,Tarjeta,EMP-06,alérgico a champú,1
DD-001533,2023-03-28,C-250,Pepa,Guardería,160.0,Tarjeta,EMP-07,pago pendiente,0
DD-001557,2023-03-28,C-261,Sultan,Adiestramiento,760.0,Efectivo,EMP-04,,0
DD-001094,2023-03-28,C-051,Simba,Guardería,230.0,Efectivo,EMP-01,,1
DD-001169,2023-03-28,C-086,Gordo,Corte,350.0,Transferencia,EMP-07,,0
DD-001001,2023-03-28,C-001,Lobo,Baño,420.0,Tarjeta,EMP-01,propina incluida,1
DD-001573,2023-03-28,C-270,Luna,Baño,300.0,Tarjeta,EMP-02,,0
DD-001161,2023-03-28,C-084,Pancho,Guardería,190.0,Tarjeta,EMP-01,,0
DD-001180,2023-03-28,C-095,Nala,Adiestramiento,480.0,Efectivo,EMP-04,,0
DD-001452,2023-03-28,C-212,Negro,Guardería,240.0,Tarjeta,EMP-08,requiere cita previa,0
DD-001185,2023-03-28,C-096,Chato,Baño,280.0,Transferencia,EMP-08,cliente VIP,0
DD-001129,2023-03-28,C-066,Rocky,Guardería,210.0,Efectivo,EMP-07,perro agresivo,1
DD-001418,2023-03-28,C-195,Rocky,Guardería,210.0,Efectivo,EMP-02,pago pendiente,0
DD-001099,2023-03-28,C-052,Estrella,Corte,270.0,Efectivo,EMP-06,traer vacunas,1
DD-001637,2023-03-29,C-298,Ringo,Baño,340.0,Efectivo,EMP-03,perro agresivo,0
DD-001317,2023-03-29,C-151,Rocky,Corte,440.0,Tarjeta,EMP-05,,0
DD-001463,2023-03-29,C-218,Mia,Hotel,440.0,Tarjeta,EMP-05,,0
DD-001563,2023-03-29,C-264,Sultan,Baño,260.0,Transferencia,EMP-05,,0
DD-001060,2023-03-29,C-030,Bear,Guardería,150.0,Tarjeta,EMP-07,,1
DD-001290,2023-03-29,C-139,Panda,Corte,470.0,Transferencia,EMP-03,,0
DD-001261,2023-03-29,C-127,Beto,Baño,410.0,Tarjeta,EMP-07,primera visita,0
DD-001667,2023-03-29,C-312,Bella,Hotel,380.0,Tarjeta,EMP-06,primera visita,0
DD-001330,2023-03-29,C-155,Nala,Corte,480.0,Transferencia,EMP-07,perro agresivo,0
DD-001567,2023-03-29,C-268,Nala,Guardería,230.0,Tarjeta,EMP-03,alérgico a champú,0
DD-001211,2023-03-29,C-106,Charlie,Hotel,540.0,Efectivo,EMP-03,cliente frecuente,0
DD-001628,2023-03-29,C-296,Duke,Guardería,160.0,Tarjeta,EMP-03,,0
DD-001430,2023-03-29,C-202,Tigrillo,Hotel,350.0,Transferencia,EMP-04,cliente frecuente,0
DD-001093,2023-03-29,C-050,Max,Hotel,600.0,Efectivo,EMP-06,cliente frecuente,1
DD-001078,2023-03-29,C-040,Manchas,Guardería,170.0,Efectivo,EMP-07,,1
DD-001602,2023-03-29,C-283,Princesa,Baño,410.0,Efectivo,EMP-05,descuento aplicado,0
DD-001366,2023-03-29,C-170,Frida,Adiestramiento,580.0,Efectivo,EMP-04,perro agresivo,0
DD-001370,2023-03-29,C-173,Charlie,Guardería,210.0,Tarjeta,EMP-01,descuento aplicado,0
DD-001405,2023-03-29,C-187,Simba,Guardería,210.0,Efectivo,EMP-05,traer vacunas,0
DD-001326,2023-03-29,C-153,Chato,Guardería,160.0,Tarjeta,EMP-08,alérgico a champú,0
DD-001409,2023-03-29,C-188,Chico,Guardería,170.0,Efectivo,EMP-06,cliente frecuente,0
DD-001670,2023-03-30,C-313,Nala,Guardería,200.0,Efectivo,EMP-02,alérgico a champú,0
DD-001655,2023-03-30,C-306,Pepa,Guardería,190.0,Tarjeta,EMP-03,,0
DD-001501,2023-03-30,C-237,Tito,Baño,360.0,Tarjeta,EMP-07,primera visita,0
DD-001035,2023-03-30,C-019,Canela,Baño,360.0,Tarjeta,EMP-07,,1
DD-001233,2023-03-30,C-116,Bonita,Adiestramiento,460.0,Efectivo,EMP-05,,0
DD-001197,2023-03-30,C-100,Rosa,Corte,290.0,Efectivo,EMP-02,,0
DD-001164,2023-03-30,C-085,Beto,Baño,310.0,Tarjeta,EMP-02,traer vacunas,0
DD-001318,2023-03-30,C-151,Rocky,Baño,410.0,Tarjeta,EMP-05,,0
DD-001159,2023-03-30,C-084,Pancho,Guardería,180.0,Efectivo,EMP-07,primera visita,0
DD-001336,2023-03-30,C-158,Negro,Guardería,170.0,Tarjeta,EMP-07,pago pendiente,0
DD-001343,2023-03-30,C-160,Boby,Baño,240.0,Transferencia,EMP-06,,0
DD-001385,2023-03-30,C-178,Coco,Baño,370.0,Tarjeta,EMP-04,alérgico a champú,0
DD-001393,2023-03-30,C-182,Negro,Guardería,210.0,Tarjeta,EMP-07,cliente frecuente,0
DD-001421,2023-03-30,C-195,Rocky,Baño,260.0,Transferencia,EMP-04,,0
DD-001451,2023-03-30,C-211,Lobo,Guardería,170.0,Efectivo,EMP-01,cliente frecuente,0
DD-001459,2023-03-30,C-215,Daisy,Guardería,190.0,Tarjeta,EMP-03,,0
DD-001464,2023-03-30,C-218,Mia,Baño,400.0,Transferencia,EMP-01,descuento aplicado,0
DD-001203,2023-03-30,C-103,Panda,Guardería,220.0,Efectivo,EMP-06,primera visita,0
DD-001483,2023-03-30,C-230,Chico,Guardería,180.0,Transferencia,EMP-05,descuento aplicado,0
DD-001208,2023-03-30,C-105,Tito,Guardería,150.0,Tarjeta,EMP-02,primera visita,0
DD-001494,2023-03-30,C-233,Manchas,Baño,360.0,Efectivo,EMP-06,alérgico a champú,0
DD-001599,2023-03-30,C-283,Princesa,Guardería,150.0,Efectivo,EMP-03,,0
DD-001578,2023-03-30,C-271,Pancho,Guardería,230.0,Transferencia,EMP-02,alérgico a champú,0
DD-001565,2023-03-30,C-267,Daisy,Guardería,190.0,Efectivo,EMP-06,perro agresivo,0
DD-001555,2023-03-30,C-260,Bonita,Baño,250.0,Efectivo,EMP-07,descuento aplicado,0
DD-001547,2023-03-30,C-255,Frida,Baño,370.0,Efectivo,EMP-01,,0
DD-001498,2023-03-30,C-234,Toby,Guardería,230.0,Transferencia,EMP-03,cliente frecuente,0
DD-001496,2023-03-30,C-233,Manchas,Guardería,160.0,Transferencia,EMP-07,,0
DD-001541,2023-03-30,C-252,Kira,Guardería,200.0,Tarjeta,EMP-04,requiere cita previa,0
DD-001080,2023-03-31,C-043,Luna,Baño,320.0,Tarjeta,EMP-01,,1
DD-001153,2023-03-31,C-079,Charlie,Corte,410.0,Transferencia,EMP-01,,1
DD-001673,2023-03-31,C-317,Beto,Hotel,510.0,Efectivo,EMP-03,,0
DD-001107,2023-03-31,C-056,Bonita,Hotel,470.0,Tarjeta,EMP-02,,1
DD-001097,2023-03-31,C-052,Estrella,Baño,300.0,Transferencia,EMP-05,,1
DD-001105,2023-03-31,C-055,Bear,Corte,420.0,Efectivo,EMP-04,alérgico a champú,1
DD-001624,2023-03-31,C-295,Chico,Guardería,170.0,Tarjeta,EMP-05,,0
DD-001173,2023-03-31,C-089,Panda,Guardería,200.0,Transferencia,EMP-08,requiere cita previa,0
DD-001070,2023-03-31,C-034,Gus,Corte,480.0,Tarjeta,EMP-06,cliente VIP,1
DD-001110,2023-03-31,C-057,Bella,Baño,340.0,Transferencia,EMP-04,requiere cita previa,1
DD-001605,2023-03-31,C-285,Daisy,Adiestramiento,500.0,Transferencia,EMP-06,cliente VIP,0
DD-001284,2023-03-31,C-138,Bear,Guardería,160.0,Transferencia,EMP-07,descuento aplicado,0
DD-001591,2023-03-31,C-278,Estrella,Guardería,160.0,Efectivo,EMP-07,cliente frecuente,0
DD-001219,2023-03-31,C-110,Pancho,Guardería,180.0,Efectivo,EMP-07,primera visita,0
DD-001545,2023-03-31,C-254,Fifi,Guardería,210.0,Efectivo,EMP-01,,0
DD-001016,2023-03-31,C-007,Tito,Baño,280.0,Tarjeta,EMP-05,,1
DD-001486,2023-03-31,C-231,Fifi,Baño,280.0,Tarjeta,EMP-05,requiere cita previa,0
DD-001465,2023-03-31,C-219,Nina,Guardería,230.0,Transferencia,EMP-03,,0
DD-001582,2023-03-31,C-273,Nena,Hotel,560.0,Efectivo,EMP-05,,0
DD-001346,2023-03-31,C-161,Chispa,Guardería,170.0,Efectivo,EMP-04,,0
DD-001324,2023-03-31,C-153,Chato,Hotel,460.0,Tarjeta,EMP-04,descuento aplicado,0
DD-001662,2023-03-31,C-308,Nina,Corte,310.0,Transferencia,EMP-08,,0
DD-001356,2023-03-31,C-166,Boby,Guardería,160.0,Efectivo,EMP-08,cliente frecuente,0
DD-002225,2023-04-01,C-297,Sasha,Guardería,200.0,Tarjeta,EMP-03,,0
DD-001937,2023-04-01,C-149,Toby,Baño,230.0,Tarjeta,EMP-04,descuento aplicado,0
DD-002056,2023-04-01,C-218,Mia,Guardería,170.0,Efectivo,EMP-05,,0
DD-002202,2023-04-01,C-283,Princesa,Hotel,520.0,Tarjeta,EMP-08,,0
DD-001848,2023-04-01,C-096,Chato,Baño,230.0,Efectivo,EMP-08,perro agresivo,0
DD-002067,2023-04-01,C-223,Sasha,Baño,260.0,Tarjeta,EMP-01,,0
DD-001965,2023-04-01,C-161,Chispa,Corte,250.0,Tarjeta,EMP-02,,0
DD-002168,2023-04-01,C-265,Duke,Adiestramiento,420.0,Efectivo,EMP-07,,0
DD-001998,2023-04-01,C-180,Buddy,Baño,280.0,Efectivo,EMP-01,,0
DD-001810,2023-04-01,C-077,Kira,Hotel,520.0,Tarjeta,EMP-02,requiere cita previa,1
DD-001971,2023-04-01,C-165,Frida,Baño,380.0,Tarjeta,EMP-04,traer vacunas,0
DD-001847,2023-04-01,C-095,Nala,Corte,370.0,Efectivo,EMP-02,traer vacunas,0
DD-001999,2023-04-01,C-180,Buddy,Guardería,180.0,Tarjeta,EMP-08,,0
DD-002219,2023-04-01,C-295,Chico,Baño,250.0,Efectivo,EMP-04,alérgico a champú,0
DD-001891,2023-04-01,C-117,Daisy,Hotel,510.0,Tarjeta,EMP-07,,0
DD-001800,2023-04-02,C-069,Paloma,Hotel,480.0,Efectivo,EMP-05,primera visita,1
DD-002135,2023-04-02,C-253,Luna,Baño,400.0,Tarjeta,EMP-02,,0
DD-001770,2023-04-02,C-057,Bella,Guardería,160.0,Tarjeta,EMP-01,pago pendiente,1
DD-002246,2023-04-02,C-311,Nala,Baño,360.0,Efectivo,EMP-01,propina incluida,0
DD-001865,2023-04-02,C-105,Tito,Guardería,240.0,Transferencia,EMP-08,cliente VIP,0
DD-002152,2023-04-02,C-260,Bonita,Corte,360.0,Efectivo,EMP-08,cliente VIP,0
DD-002175,2023-04-02,C-268,Nala,Guardería,220.0,Transferencia,EMP-04,,0
DD-001990,2023-04-02,C-177,Princesa,Corte,300.0,Tarjeta,EMP-06,,0
DD-001711,2023-04-02,C-024,Sultan,Hotel,520.0,Tarjeta,EMP-01,traer vacunas,1
DD-001906,2023-04-02,C-125,Tigrillo,Guardería,220.0,Efectivo,EMP-06,descuento aplicado,0
DD-001966,2023-04-02,C-162,Kira,Baño,440.0,Efectivo,EMP-02,,0
DD-001707,2023-04-02,C-022,Sammy,Corte,290.0,Tarjeta,EMP-07,pago pendiente,1
DD-001683,2023-04-02,C-004,Paloma,Guardería,170.0,Efectivo,EMP-07,perro agresivo,1
DD-001764,2023-04-02,C-055,Bear,Baño,370.0,Tarjeta,EMP-01,primera visita,1
DD-002238,2023-04-02,C-306,Pepa,Corte,440.0,Transferencia,EMP-08,traer vacunas,0
DD-001887,2023-04-02,C-115,Charlie,Guardería,190.0,Transferencia,EMP-08,,0
DD-001807,2023-04-02,C-073,Max,Corte,440.0,Tarjeta,EMP-01,primera visita,1
DD-001950,2023-04-02,C-154,Nena,Baño,220.0,Tarjeta,EMP-07,traer vacunas,0
DD-001878,2023-04-02,C-110,Pancho,Guardería,200.0,Tarjeta,EMP-03,pago pendiente,0
DD-002040,2023-04-03,C-205,Pepa,Adiestramiento,800.0,Efectivo,EMP-03,propina incluida,0
DD-001818,2023-04-03,C-080,Luna,Hotel,550.0,Tarjeta,EMP-06,,1
